requirement_id,id_number,summary,text,context,verification,actor,conformance,conditional,source
REQ-434,434,Location type extensible value set binding,"""Unless not suitable, these codes SHALL be taken from ServiceDeliveryLocationRoleType""",US Core Location Profile type field binding to service delivery location role types,Test,Location resource implementer,SHALL,True,"Section 14.137, Location.type binding"
REQ-435,435,Location address use value binding requirement,"""The codes SHALL be taken from AddressUse""",US Core Location Profile address use field value set binding,Test,Location resource implementer,SHALL,True,"Section 14.137, Location.address.use binding"
REQ-436,436,Location address state extensible value set binding,"""Unless not suitable, these codes SHALL be taken from USPS Two Letter Alphabetic Codes""",US Core Location Profile address state field binding to USPS state codes,Test,Location resource implementer,SHALL,True,"Section 14.137, Location.address.state binding"
REQ-437,437,US Core Client SHALL support SMART App Launch version 2.0.0 and later,"""SHOULD Support the Following Implementation Guides: SMART App Launch version 2.0.0 and later""",US Core Client capability statement defining implementation guide support requirements for client applications accessing FHIR resources,Test,US Core Client,SHOULD,False,Section 14.2.1
REQ-438,438,US Core Client SHALL support fetching and querying of one or more US Core profiles,"""Support fetching and querying of one or more US Core profile(s), using the supported RESTful interactions and search parameters declared in the US Core Server CapabilityStatement.""",RESTful capabilities that US Core Clients must implement for accessing US Core profiles from servers,Test,US Core Client,SHALL,False,Section 14.2.2
REQ-439,439,US Core Client SHALL follow General Requirements and Must Support page requirements,"""Follow the requirements documented in the General Requirements and Must Support pages""",General conformance requirements that US Core Clients must adhere to beyond specific resource interactions,Test,US Core Client,SHALL,False,Section 14.2.2
REQ-440,440,US Core SearchParameters SHALL NOT be interpreted as search parameters for search,"""They SHALL NOT be interpreted as search parameters for search. Servers and Clients SHOULD use the standard FHIR SearchParameters.""",Clarification that US Core SearchParameters referenced in the capability statement are for documentation only and standard FHIR SearchParameters should be used for actual searching,Test,Servers and Clients,SHALL NOT,False,Section 14.2.2
REQ-441,441,US Core Client MAY support transaction interaction,"""MAY support the transaction interaction.""",System-wide interaction capability that clients may optionally implement,Test,US Core Client,MAY,False,Section 14.2.2
REQ-442,442,US Core Client MAY support batch interaction,"""MAY support the batch interaction.""",System-wide interaction capability that clients may optionally implement,Test,US Core Client,MAY,False,Section 14.2.2
REQ-443,443,US Core Client MAY support search-system interaction,"""MAY support the search-system interaction.""",System-wide interaction capability that clients may optionally implement,Test,US Core Client,MAY,False,Section 14.2.2
REQ-444,444,US Core Client MAY support history-system interaction,"""MAY support the history-system interaction.""",System-wide interaction capability that clients may optionally implement,Test,US Core Client,MAY,False,Section 14.2.2
REQ-445,445,US Core Client SHALL support US Core AllergyIntolerance Profile,"""SHALL support: US Core AllergyIntolerance Profile""",Profile support requirement for AllergyIntolerance resources,Test,US Core Client,SHALL,False,Section 14.2.3.2
REQ-446,446,US Core Client SHALL support search-type and read interactions for AllergyIntolerance,"""SHALL support search-type, read.""",Required interactions for AllergyIntolerance resources,Test,US Core Client,SHALL,False,Section 14.2.3.2
REQ-447,447,US Core Client SHALL be capable of fetching AllergyIntolerance resource using GET,"""A Client SHALL be capable of fetching a AllergyIntolerance resource using: GET [base]/AllergyIntolerance/[id]""",Basic fetch capability requirement for AllergyIntolerance resources,Test,US Core Client,SHALL,False,Section 14.2.3.2
REQ-448,448,US Core Client SHALL support patient search parameter for AllergyIntolerance,"""SHALL [patient] reference""",Required search parameter support for AllergyIntolerance resources,Test,US Core Client,SHALL,False,Section 14.2.3.2
REQ-449,449,Client SHALL provide at least id value for patient search parameter,"""The client SHALL provide at least a id value and MAY provide both the Type and id values. The server SHALL support both.""",Search parameter requirements for patient reference parameter in AllergyIntolerance searches,Test,Client,SHALL,False,Section 14.2.3.2
REQ-450,450,Server SHALL support both Type and id values for patient search parameter,"""The client SHALL provide at least a id value and MAY provide both the Type and id values. The server SHALL support both.""",Search parameter requirements for patient reference parameter in AllergyIntolerance searches,Test,Server,SHALL,False,Section 14.2.3.2
REQ-451,451,Client SHALL provide at least code value for clinical-status search parameter,"""The client SHALL provide at least a code value and MAY provide both the system and code values. The server SHALL support both.""",Search parameter requirements for clinical-status token parameter in AllergyIntolerance searches,Test,Client,SHALL,False,Section 14.2.3.2
REQ-452,452,Server SHALL support both system and code values for clinical-status search parameter,"""The client SHALL provide at least a code value and MAY provide both the system and code values. The server SHALL support both.""",Search parameter requirements for clinical-status token parameter in AllergyIntolerance searches,Test,Server,SHALL,False,Section 14.2.3.2
REQ-453,453,US Core Client SHALL support US Core CarePlan Profile,"""SHALL support: US Core CarePlan Profile""",Profile support requirement for CarePlan resources,Test,US Core Client,SHALL,False,Section 14.2.3.3
REQ-454,454,US Core Client SHALL support patient+category search combination for CarePlan,"""SHALL [patient]+[category] reference+token""",Required search parameter combination for CarePlan resources,Test,US Core Client,SHALL,False,Section 14.2.3.3
REQ-455,455,Client SHALL provide value precise to second + time offset for CarePlan date parameter,"""A client SHALL provide a value precise to the *second + time offset*. A server SHALL support a value precise to the *second + time offset*.""",Precision requirements for date search parameters in CarePlan searches,Test,Client,SHALL,False,Section 14.2.3.3
REQ-456,456,Server SHALL support value precise to second + time offset for CarePlan date parameter,"""A client SHALL provide a value precise to the *second + time offset*. A server SHALL support a value precise to the *second + time offset*.""",Precision requirements for date search parameters in CarePlan searches,Test,Server,SHALL,False,Section 14.2.3.3
REQ-457,457,US Core Client SHALL support US Core CareTeam Profile,"""SHALL support: US Core CareTeam Profile""",Profile support requirement for CareTeam resources,Test,US Core Client,SHALL,False,Section 14.2.3.4
REQ-458,458,US Core Client SHALL support patient+status search combination for CareTeam,"""SHALL [patient]+[status] reference+token""",Required search parameter combination for CareTeam resources,Test,US Core Client,SHALL,False,Section 14.2.3.4
REQ-459,459,Server SHALL support at least one of Practitioner or PractitionerRole references in CareTeam,"""Although *both* US Core Practitioner Profile and US Core PractitionerRole are must support, the server system is not required to support both types of references, but SHALL support *at least* one of them.""",Reference support requirements for CareTeam participant references,Test,Server system,SHALL,False,Section 14.2.3.4
REQ-460,460,Client application SHALL support all four profile references for CareTeam,"""The client application SHALL support all four profile references.""","Reference support requirements for CareTeam participant references (Practitioner, PractitionerRole, Patient, RelatedPerson)",Test,Client application,SHALL,False,Section 14.2.3.4
REQ-461,461,US Core Client SHALL support US Core Condition profiles,"""SHALL support: US Core Condition Encounter Diagnosis Profile [and] US Core Condition Problems and Health Concerns Profile""",Profile support requirement for Condition resources,Test,US Core Client,SHALL,False,Section 14.2.3.5
REQ-462,462,US Core Client SHALL support patient search parameter for Condition,"""SHALL [patient] reference""",Required search parameter support for Condition resources,Test,US Core Client,SHALL,False,Section 14.2.3.5
REQ-463,463,US Core Client SHALL support patient+category search combination for Condition,"""SHALL [patient]+[category] reference+token""",Required search parameter combination for Condition resources,Test,US Core Client,SHALL,False,Section 14.2.3.5
